"3"
68.00,876.00
140.67,630.00
584.00,532.00
470.67,726.67
536.67,1542.00
530.00,1738.00
616.67,1734.00
597.33,1799.33
718.00,1726.00
796.00,646.67
938.00,556.00
1121.33,996.67
1108.67,559.33
1542.67,363.33
1910.00,571.33
1555.33,1123.33
1397.33,1567.33
1504.00,1764.00
2000.00,1708.67
2048.00,684.67
2134.00,595.33
2346.67,770.00
2684.67,1614.67

"first_frame_centered"
1203.33,1072.00
1244.00,909.33
1571.33,794.00
1436.67,965.33
1458.67,1512.00
1306.67,1628.67
1354.00,1634.00
1342.00,1670.67
1411.33,1632.00
1702.00,872.67
1815.00,789.33
1772.67,1153.67
1778.67,850.00
2097.00,681.33
2391.67,812.67
2095.33,1244.33
1850.00,1566.67
1845.67,1697.33
2197.33,1691.33
2741.00,835.67
2846.33,745.00
2912.67,925.67
3020.00,1680.00

"[x,y] = [1200,-200]"
