"1"
299.00,680.50
599.00,606.00
930.00,510.50
894.00,701.00
946.00,1422.50
1082.00,1584.50
1148.50,1518.00
1152.00,1583.00
1139.50,1635.50
1231.00,1579.50
1241.00,1555.50
1125.50,619.00
1213.50,532.00
1483.50,578.00
1488.00,961.50
1767.00,1464.00
1886.50,1630.50
2294.50,1598.50
2033.00,1356.50
2246.00,672.00
2325.50,588.00
2534.50,766.00
2621.00,1512.50

"first_frame_centered"
1056.67,976.33
1244.67,908.67
1570.00,796.00
1436.67,965.00
1458.33,1512.00
1307.67,1630.00
1373.67,1585.33
1354.33,1632.67
1341.00,1670.33
1413.67,1633.33
1490.33,1621.00
1702.67,871.67
1791.67,787.67
1778.33,850.33
1774.00,1155.00
1848.33,1566.33
1846.67,1697.67
2197.67,1691.33
2193.33,1484.33
2740.00,837.00
2845.67,743.33
2913.00,925.00
2887.33,1652.33

"[x,y] = [1400,200]"
