"4"
487.33,837.33
723.33,774.00
1019.67,670.33
954.67,847.33
996.33,1436.00
1033.33,1567.33
1086.33,1568.00
1075.33,1608.00
1148.33,1565.67
1176.50,760.50
1281.00,682.50
1412.50,1064.00
1412.50,750.50
1728.00,601.50
2000.00,751.00
1724.00,1155.00
1592.00,1480.00
1651.00,1612.00
1987.00,1589.50
2156.50,784.00
2234.50,706.50
2369.00,876.00
2400.00,1525.00

"first_frame_centered"
1060.00,976.00
1244.00,909.33
1571.33,794.00
1436.67,965.33
1458.67,1512.00
1306.67,1628.67
1354.00,1634.00
1342.00,1670.67
1411.33,1632.00
1702.00,872.67
1815.00,789.33
1772.67,1153.67
1778.67,850.00
2097.00,681.33
2391.67,812.67
2095.33,1244.33
1850.00,1566.67
1845.67,1697.33
2197.33,1691.33
2741.00,835.67
2846.33,745.00
2912.67,925.67
2890.00,1654.50

"[x,y] = [800,700]"
