"0_ref"
100.00,666.00
501.00,612.00
789.50,522.00
856.00,744.67
843.00,1453.00
1050.50,1618.50
1119.00,1618.00
1111.00,1673.50
1196.50,1618.00
1717.33,1504.67
1426.67,621.33
1798.00,466.67
2137.33,686.67
2242.00,1650.67
2360.00,869.33
2189.33,668.00
2709.00,1595.00
1777.00,1132.00
2055.33,1550.67

"first_frame_centered"
1007.00,979.00
1245.00,910.00
1551.00,795.50
1474.00,982.00
1459.50,1512.50
1307.00,1629.50
1354.50,1632.50
1341.50,1670.00
1412.00,1633.00
1849.25,1565.00
1778.25,851.75
2096.50,681.00
2434.00,827.00
2196.75,1693.00
2863.33,948.00
2845.67,743.33
3018.00,1680.33
2095.67,1257.67
2164.33,1607.00

"[x,y] = [1600,200]"
